geom_id,AR,lambda,twist,n_hover_steps,n_cruise_steps,meas_hover_alpha,meas_hover_v,meas_hover_mu,meas_hover_var,meas_cruise_alpha,meas_cruise_v,meas_cruise_mu,pred_hover_alpha,pred_hover_v,pred_hover_mu,pred_hover_std,pred_hover_lower95,pred_hover_upper95,pred_cruise_alpha,pred_cruise_v,pred_cruise_mu,pred_cruise_std,pred_cruise_lower95,pred_cruise_upper95,pred_hover_mu_norm,pred_cruise_mu_norm,meas_hover_mu_norm,meas_cruise_mu_norm
G030,30.6224,0.885019,-7.26393,0,1,,,,,12.296,16.1235,3.38271,12.381,21.5714,0.744042,0.0533007,0.571722,0.916361,13.6508,25,3.78245,0.279538,2.75171,4.8132,1.95059,1.09669,,0.980784
G031,27.5893,0.587342,-14.4921,0,1,,,,,5.26932,18.1029,-0.0876801,16.9841,23.9206,0.743761,0.0399982,0.614448,0.873074,14.6032,25,3.96843,0.286843,2.91075,5.0261,1.94986,1.15061,,-0.025422
G032,20.6576,0.821949,-12.628,0,1,,,,,17.5258,22.7447,4.48872,16.3492,23.9206,0.569138,0.0692806,0.345156,0.793119,14.9206,25,4.61703,0.271295,3.61669,5.61738,1.49206,1.33866,,1.30146
G033,19.1587,0.918001,-9.706,0,1,,,,,5.88839,18.008,1.26919,12.381,21.5714,0.662433,0.0674352,0.444417,0.880448,13.6508,25,4.54347,0.285865,3.4894,5.59754,1.73665,1.31734,,0.36799
G034,29.7143,0.810469,-13.0731,0,1,,,,,15.9701,23.4136,3.81931,16.6667,23.9206,0.623113,0.0712638,0.392719,0.853506,15.2381,25,3.83495,0.276915,2.81388,4.85603,1.63356,1.11191,,1.10737
G035,19.3806,0.618601,-6.77638,0,1,,,,,13.9558,23.5041,4.79807,16.3492,38.6032,0.712387,0.077311,0.462443,0.96233,10.1587,25,5.40383,0.26356,4.432,6.37565,1.86761,1.56679,,1.39115
G036,22.9794,0.865503,-13.4001,0,1,,,,,4.31612,16.3111,-1.40561,16.5079,23.9206,0.566917,0.0751752,0.323879,0.809956,15.5556,25,4.46713,0.268734,3.47622,5.45803,1.48624,1.2952,,-0.407544
G037,29.0827,0.962024,-12.4743,0,1,,,,,7.62599,21.4821,0.80611,17.619,19.2222,0.522832,0.0893025,0.23412,0.811544,15.5556,25,4.1078,0.286294,3.05214,5.16345,1.37067,1.19102,,0.233724
G038,22.3772,0.762969,-7.89502,0,1,,,,,19.1313,21.2036,3.08236,12.6984,21.5714,0.742298,0.0428236,0.603851,0.880745,11.746,25,4.44372,0.25723,3.49524,5.39221,1.94602,1.28841,,0.893699
G039,21.2788,0.921313,-10.6289,0,1,,,,,19.7024,18.8996,3.88534,12.381,21.5714,0.622712,0.0706555,0.394285,0.851139,14.6032,25,4.47322,0.268985,3.48139,5.46505,1.63251,1.29697,,1.12652
G040,28.5087,0.772244,-6.34283,0,1,,,,,1.28575,21.7672,-1.28428,12.5397,21.5714,0.742913,0.0479151,0.588005,0.897821,11.4286,25,3.85703,0.25637,2.91172,4.80235,1.94763,1.11831,,-0.372365
G041,26.0639,0.807709,-4.22046,0,1,,,,,6.67333,24.496,3.25019,11.9048,21.5714,0.712746,0.0601054,0.518427,0.907065,10.1587,25,4.11997,0.262828,3.15084,5.08909,1.86855,1.19454,,0.942362
G042,30.6494,0.558872,-6.23158,0,1,,,,,3.08289,23.2735,0.629132,16.3492,38.6032,0.73556,0.0743964,0.495039,0.976081,10.1587,25,3.96979,0.28728,2.9105,5.02908,1.92836,1.151,,0.182411
G043,20.839,0.609774,-9.41093,0,1,,,,,5.70932,24.2491,2.21822,16.3492,38.6032,0.696967,0.0549051,0.519461,0.874473,11.4286,25,4.94254,0.265482,3.96362,5.92145,1.82718,1.43304,,0.643152
G044,24.18,0.776855,-3.26795,0,1,,,,,2.9646,20.0059,1.37683,11.5873,21.5714,0.67037,0.0673077,0.452767,0.887974,9.20635,25,4.49436,0.268521,3.50424,5.48448,1.75746,1.3031,,0.399198
G045,27.684,0.606207,-11.4467,0,1,,,,,16.5415,23.9842,3.67163,16.8254,23.9206,0.665387,0.0661615,0.451489,0.879285,13.0159,25,3.9797,0.261807,3.01433,4.94506,1.74439,1.15387,,1.06455
G046,25.8355,0.704121,-7.39212,0,1,,,,,6.8631,18.6545,2.97517,12.8571,21.5714,0.726453,0.0437041,0.585159,0.867747,11.4286,25,4.17464,0.255883,3.23112,5.11815,1.90448,1.21039,,0.862623
G047,23.0874,0.863834,-11.0414,0,1,,,,,12.9501,15.0647,4.32601,12.5397,21.5714,0.617008,0.068198,0.396526,0.83749,14.6032,25,4.36786,0.258295,3.41545,5.32027,1.61756,1.26642,,1.25428
G048,20.1512,0.737775,-8.04753,0,1,,,,,9.38699,16.011,4.35918,12.6984,21.5714,0.724842,0.0476946,0.570647,0.879037,11.4286,25,4.76506,0.262441,3.79736,5.73276,1.90026,1.38158,,1.2639
G049,19.7531,0.849133,-8.12762,0,1,,,,,7.9274,24.8876,3.79145,12.5397,21.5714,0.737862,0.0535859,0.564621,0.911104,12.0635,25,4.5533,0.269261,3.56045,5.54615,1.93439,1.32018,,1.09929
G050,19.8521,0.612009,-13.0119,0,1,,,,,13.6437,23.1282,4.96111,16.8254,23.9206,0.667065,0.0612757,0.468963,0.865168,13.6508,25,4.91144,0.282662,3.86918,5.9537,1.74879,1.42402,,1.43843
G051,27.8675,0.899541,-5.32498,0,1,,,,,10.9698,19.9635,4.24969,12.0635,21.5714,0.748224,0.0554906,0.568825,0.927623,12.0635,25,3.85992,0.26955,2.86601,4.85384,1.96156,1.11915,,1.23216
G052,28.9328,0.697074,-11.8397,0,1,,,,,18.6359,19.6647,3.16469,16.6667,23.9206,0.654002,0.0637354,0.447948,0.860056,13.9683,25,3.82,0.263889,2.84696,4.79304,1.71454,1.10757,,0.917572
G053,19.3497,0.750741,-9.58814,0,1,,,,,0.284759,21.8599,-3.33554,12.6984,21.5714,0.677119,0.0511635,0.511709,0.842529,12.381,25,4.76465,0.269322,3.77158,5.75772,1.77515,1.38146,,-0.967107
G054,28.7505,0.856761,-11.1385,0,1,,,,,1.02752,23.7609,-2.74013,12.5397,21.5714,0.61276,0.0739634,0.373639,0.851881,14.9206,25,3.95561,0.264014,2.98212,4.92911,1.60642,1.14689,,-0.794475
G055,29.8108,0.630549,-4.50905,0,1,,,,,3.33549,18.766,1.23972,16.3492,38.6032,0.641931,0.0965223,0.329877,0.953984,9.84127,25,4.04493,0.281397,3.00733,5.08252,1.6829,1.17279,,0.359445
G056,26.3998,0.52612,-6.49195,0,1,,,,,6.34081,15.9433,3.04641,16.3492,38.6032,0.75811,0.0678174,0.538859,0.977362,10.1587,25,4.60162,0.27286,3.5955,5.60774,1.98748,1.33419,,0.883276
G057,30.1181,0.823731,-8.57702,0,1,,,,,9.09929,23.3698,2.94641,12.6984,21.5714,0.725104,0.049707,0.564403,0.885805,13.6508,25,3.77002,0.267565,2.78342,4.75661,1.90095,1.09308,,0.854284
G058,26.8267,0.932373,-14.2529,0,1,,,,,10.5948,17.4336,2.56381,16.5079,23.9206,0.543566,0.0903231,0.251554,0.835577,15.873,25,4.22923,0.28696,3.17112,5.28734,1.42502,1.22623,,0.743351
